,price,bathrooms,sqft_living,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,year_sold,q_99,q_95
97,199000.0,1.5,1160,0,0,4,7,1160,0,1975,0,98023,47.3036,-122.378,1160,6400,2014,1,1
98,314000.0,1.75,1810,0,0,5,7,1210,600,1980,0,98038,47.4109,-121.958,1650,135036,2014,1,1
99,437500.0,2.5,2320,0,2,3,9,2320,0,1992,0,98045,47.4838,-121.714,2550,35065,2014,1,1
100,850830.0,2.5,2070,0,0,5,9,1270,800,1910,0,98102,47.6415,-122.315,2200,4500,2014,1,1
101,555000.0,2.0,1980,0,0,4,7,1440,540,1929,0,98117,47.6775,-122.372,1610,3478,2014,1,1
102,699950.0,2.25,2190,0,0,4,8,2190,0,1983,0,98077,47.7731,-122.08,2570,47777,2014,1,1
103,1088000.0,2.5,2920,0,0,3,8,2920,0,1950,2010,98004,47.5814,-122.196,2370,8113,2014,1,1
104,290000.0,1.0,1210,0,0,3,7,1210,0,1954,0,98058,47.4375,-122.184,1640,14910,2014,1,1
105,375000.0,2.5,2340,0,0,4,8,1460,880,1978,0,98058,47.4431,-122.133,2250,8162,2015,1,1
106,460000.0,1.0,1670,0,0,4,7,1170,500,1939,0,98117,47.6878,-122.38,1240,4005,2014,1,1
107,188500.0,1.75,1240,0,0,4,8,1240,0,1985,0,98198,47.3813,-122.322,1270,4966,2014,1,1
108,680000.0,2.5,3140,0,0,4,10,3140,0,1991,0,98077,47.7304,-122.082,2990,35001,2015,1,1
109,470000.0,1.75,2030,0,0,4,7,2030,0,1942,0,98052,47.6417,-122.109,2500,9433,2014,1,1
110,597750.0,2.5,2310,0,0,3,8,2310,0,1984,0,98027,47.5386,-122.053,1940,9636,2014,1,1
111,570000.0,1.75,1260,0,0,5,6,700,560,1905,0,98103,47.6823,-122.349,1380,3536,2015,1,1
112,272500.0,1.75,1540,0,0,4,7,1160,380,1980,0,98038,47.3624,-122.031,1540,11656,2014,1,1
113,329950.0,1.75,2080,0,2,3,7,1080,1000,1971,0,98108,47.5474,-122.295,2090,5500,2014,1,1
114,480000.0,2.5,3230,0,3,3,9,2520,710,2001,0,98001,47.3183,-122.253,2640,8517,2014,1,1
115,740500.0,3.5,4380,0,0,3,8,2780,1600,1900,1999,98117,47.6981,-122.368,1830,6350,2014,1,1
116,518500.0,3.5,1590,0,0,3,8,1590,0,2010,0,98103,47.6824,-122.347,1620,3166,2014,1,1
117,205425.0,1.0,880,0,0,4,6,880,0,1945,0,98178,47.5009,-122.248,1190,6780,2014,1,1
118,171800.0,2.0,1570,0,0,3,6,1570,0,1950,0,98168,47.4965,-122.303,1880,9000,2015,1,1
119,535000.0,1.0,1610,0,0,4,7,1610,0,1925,0,98144,47.587,-122.294,1610,4040,2015,1,1
120,660000.0,2.5,2400,0,2,3,8,1560,840,1964,0,98177,47.7728,-122.386,2340,10856,2015,1,1
121,391500.0,2.0,1450,0,0,3,7,1450,0,1987,0,98034,47.7288,-122.226,1580,9104,2014,1,1
122,395000.0,1.0,770,0,0,3,6,770,0,1953,0,98117,47.6999,-122.364,1710,6000,2015,1,1
123,445000.0,1.75,2100,0,0,5,7,1720,380,1924,0,98118,47.5299,-122.266,1850,4400,2014,1,1
124,770000.0,2.25,2910,0,0,3,9,2910,0,1990,0,98052,47.6897,-122.098,2700,13992,2014,1,1
125,1450000.0,2.75,2750,0,0,3,8,1980,770,1914,1992,98004,47.6141,-122.212,3060,11275,2015,1,0
126,445000.0,2.25,2100,0,2,3,8,1620,480,1967,0,98178,47.5091,-122.244,2660,8712,2014,1,1
127,260000.0,2.25,2160,0,0,3,8,1360,800,1978,0,98023,47.3129,-122.39,2090,8400,2014,1,1
128,822500.0,3.5,2320,0,0,5,7,1720,600,1926,0,98103,47.6763,-122.352,1700,4960,2014,1,1
129,430000.0,2.5,2070,0,0,3,7,2070,0,2004,0,98065,47.5319,-121.85,1970,3748,2015,1,1
130,212000.0,1.75,1060,0,0,4,7,1060,0,1986,0,98092,47.2761,-122.152,1420,7680,2015,1,1
131,660500.0,2.25,2010,0,0,3,8,1440,570,1986,0,98027,47.5343,-122.054,2060,9793,2015,1,1
132,784000.0,3.5,3950,0,0,3,9,2460,1490,1989,0,98052,47.697,-122.072,2480,88500,2014,1,1
133,453246.0,2.5,2010,0,0,3,8,1390,620,2014,0,98029,47.5517,-121.998,1690,1662,2014,1,1
134,675000.0,3.5,2140,0,0,3,9,2140,0,2005,0,98107,47.6734,-122.38,1540,2285,2015,1,1
135,199000.0,1.75,1320,0,0,4,7,1320,0,1956,0,98003,47.3257,-122.296,1550,19265,2014,1,1
136,220000.0,1.75,2020,0,0,3,7,1010,1010,1968,0,98003,47.3309,-122.299,1750,8140,2014,1,1
137,452000.0,2.25,2590,0,0,4,8,1340,1250,1968,0,98028,47.7689,-122.266,1550,10436,2014,1,1
138,382500.0,1.0,1190,0,0,3,6,1190,0,1981,0,98125,47.7135,-122.287,1060,5715,2014,1,1
139,519950.0,2.25,1170,0,0,3,8,1170,0,2014,0,98107,47.6722,-122.381,1350,1310,2014,1,1
140,665000.0,1.0,1110,0,0,3,7,1110,0,1925,0,98119,47.6338,-122.358,1170,3600,2014,1,1
141,527700.0,2.5,2820,0,0,4,8,1550,1270,1968,0,98006,47.5707,-122.128,2820,9375,2014,1,1
142,205000.0,1.0,1610,0,0,4,7,1010,600,1962,0,98058,47.4563,-122.171,1610,8579,2015,1,1
143,420000.0,1.0,1060,0,0,4,7,940,120,1923,0,98133,47.7144,-122.351,1560,7940,2015,1,1
144,500000.0,2.25,2030,0,0,4,8,1380,650,1961,0,98006,47.5495,-122.174,2230,8824,2015,1,1
145,921500.0,2.5,3670,0,0,4,9,3670,0,1994,0,98077,47.7421,-122.026,2840,87991,2014,1,1
146,890000.0,1.0,2550,0,0,3,8,2370,180,1905,0,98109,47.6354,-122.353,2200,4000,2014,1,1
147,430000.0,2.5,2420,0,0,3,7,2420,0,2007,0,98027,47.5262,-121.943,1940,193842,2014,1,1
148,258000.0,2.0,2260,0,0,4,8,1130,1130,1960,0,98032,47.3887,-122.286,1360,18000,2014,1,1
149,511000.0,1.0,1430,0,0,3,7,980,450,1947,0,98103,47.6873,-122.336,1450,4599,2014,1,1
150,532170.0,2.0,1360,0,0,3,8,1360,0,1990,0,98103,47.6838,-122.353,1500,3090,2014,1,1
151,560000.0,1.0,1110,0,0,3,7,1110,0,1947,0,98107,47.655,-122.359,1420,5000,2015,1,1
152,282950.0,1.0,1250,0,0,4,7,1250,0,1954,0,98003,47.3255,-122.304,1680,8633,2015,1,1
153,2250000.0,3.25,5180,0,3,3,12,3540,1640,2006,0,98006,47.562,-122.162,3160,9750,2015,0,0
154,350000.0,1.0,700,0,0,3,7,700,0,1942,0,98115,47.679,-122.3,1010,5100,2014,1,1
155,215000.0,1.0,1180,0,0,4,7,1180,0,1967,0,98058,47.4479,-122.176,1190,7669,2014,1,1
156,650000.0,3.5,3960,0,0,3,9,2500,1460,1996,0,98056,47.525,-122.172,2640,13675,2014,1,1
157,320000.0,2.75,2640,0,0,3,8,1620,1020,1967,0,98023,47.3135,-122.369,1980,7875,2014,1,1
158,247000.0,2.0,1270,0,0,3,7,1270,0,1916,2013,98022,47.2086,-121.996,1160,7198,2014,1,1
159,320000.0,1.75,1760,0,0,4,8,1760,0,1968,0,98059,47.4715,-122.118,1730,11180,2014,1,1
160,255000.0,2.25,2060,0,0,3,7,1030,1030,1962,0,98146,47.4877,-122.335,1010,11680,2014,1,1
161,438000.0,1.75,1780,0,0,3,7,1780,0,1962,0,98034,47.7171,-122.193,1200,9660,2015,1,1
162,900000.0,2.5,3400,0,0,3,10,3400,0,2000,0,98075,47.6012,-122.023,3400,12601,2015,1,1
163,441000.0,2.75,1910,0,0,3,7,1160,750,1979,0,98034,47.7319,-122.224,1710,8152,2014,1,1
164,420000.0,2.0,2020,0,0,4,7,1010,1010,1975,0,98027,47.4582,-122.023,2110,36590,2014,1,1
165,370000.0,1.75,1580,0,0,3,7,1180,400,1976,0,98034,47.7209,-122.168,1640,7500,2014,1,1
166,269950.0,1.75,1340,0,0,5,5,700,640,1949,0,98198,47.408,-122.327,1830,9750,2015,1,1
167,807100.0,2.5,2680,0,0,3,9,2680,0,1999,0,98006,47.565,-122.125,2920,4500,2015,1,1
168,653000.0,2.5,2680,0,0,4,8,1610,1070,1979,0,98034,47.7028,-122.231,2480,8750,2014,1,1
169,371500.0,2.0,1370,0,0,5,7,1370,0,1964,0,98133,47.7458,-122.331,1770,7288,2014,1,1
170,284000.0,1.75,1560,0,0,3,7,1560,0,1954,0,98166,47.4776,-122.337,1070,7920,2015,1,1
171,272000.0,1.75,2160,0,0,4,7,1670,490,1978,0,98023,47.3026,-122.374,1930,7350,2015,1,1
172,313000.0,1.5,1340,0,0,3,7,1340,0,1955,0,98133,47.7658,-122.339,1480,7940,2014,1,1
173,917500.0,2.5,3880,0,0,3,10,2570,1310,1984,0,98033,47.6477,-122.182,3740,35230,2015,1,1
174,673000.0,2.25,2590,0,0,4,8,2590,0,1980,0,98006,47.5619,-122.125,2260,8335,2014,1,1
175,425000.0,2.5,1120,0,0,3,8,820,300,2008,0,98122,47.6106,-122.31,1590,1795,2015,1,1
176,399950.0,2.75,1970,0,0,3,7,1320,650,1986,0,98144,47.5868,-122.308,1280,2150,2014,1,1
177,385000.0,1.0,1220,0,0,3,6,1220,0,1901,0,98122,47.6101,-122.307,1200,4800,2014,1,1
178,269950.0,1.5,1950,0,2,4,7,1320,630,1975,0,98022,47.1976,-121.999,1950,8941,2014,1,1
179,330000.0,1.0,1350,0,0,3,7,1060,290,1949,0,98177,47.7224,-122.358,1540,8280,2015,1,1
180,260000.0,2.5,1670,0,0,3,7,1670,0,1988,0,98030,47.3505,-122.179,1670,6183,2014,1,1
181,470000.0,3.0,2380,0,0,4,7,1680,700,1925,0,98126,47.5384,-122.376,1410,5375,2015,1,1
182,589000.0,3.0,2440,0,0,5,7,2440,0,1961,0,98034,47.7044,-122.2,2290,9600,2014,1,1
183,163500.0,1.5,1050,0,0,3,7,1050,0,1996,0,98038,47.3848,-122.039,1050,3417,2014,1,1
184,835000.0,2.75,3130,0,0,3,9,2140,990,1993,0,98052,47.6993,-122.102,2260,9984,2014,1,1
185,1095000.0,3.0,4090,0,2,4,10,2090,2000,1986,0,98033,47.6627,-122.188,2540,10270,2014,1,1
186,269000.0,1.75,1490,0,0,4,8,1100,390,1969,0,98023,47.3099,-122.379,2190,8910,2015,1,1
187,560000.0,2.5,1900,0,0,3,8,1900,0,1987,0,98074,47.62,-122.043,2030,8744,2014,1,1
188,615000.0,1.0,1330,0,0,4,6,1330,0,1901,0,98103,47.65,-122.34,1330,4400,2015,1,1
189,585188.0,2.25,2230,0,0,3,8,1430,800,1975,0,98052,47.6647,-122.153,2230,9340,2014,1,1
190,305000.0,1.75,1650,0,0,3,7,1220,430,1977,0,98034,47.726,-122.191,1540,8400,2014,1,1
191,166950.0,1.0,1190,0,0,3,6,1190,0,1959,0,98058,47.4616,-122.184,1230,7980,2014,1,1
192,799000.0,2.5,2140,0,0,4,8,2140,0,1959,0,98040,47.5505,-122.219,2680,10083,2014,1,1
193,400000.0,2.5,2180,0,0,4,7,1420,760,1962,0,98133,47.7606,-122.336,1900,7818,2014,1,1
194,230000.0,1.0,1060,0,0,3,7,1060,0,1948,0,98155,47.7481,-122.3,1570,10228,2014,1,1
195,256883.0,2.5,1690,0,0,3,8,1690,0,2003,0,98023,47.2779,-122.347,2550,5001,2014,1,1
196,423000.0,2.0,1970,0,0,5,7,1130,840,1920,0,98108,47.5511,-122.312,1500,6480,2014,1,1
197,465000.0,2.5,2150,0,0,3,8,2150,0,2007,0,98126,47.5488,-122.372,1750,2385,2014,1,1
198,440000.0,2.5,1910,0,0,3,7,1910,0,1997,0,98024,47.5385,-121.911,2330,67268,2015,1,1
199,385000.0,1.75,1350,0,0,4,7,1350,0,1969,0,98038,47.4058,-121.994,1560,50965,2014,1,1
200,210000.0,1.0,860,0,0,4,6,860,0,1943,0,98056,47.5093,-122.184,1300,9514,2015,1,1
201,297000.0,2.5,1940,0,0,3,8,1940,0,1994,0,98042,47.3777,-122.165,2030,10450,2014,1,1
202,470000.0,1.0,1010,0,0,3,7,1010,0,1952,0,98107,47.675,-122.394,1680,5000,2014,1,1
203,226500.0,1.5,1300,0,0,4,7,900,400,1976,0,98023,47.3025,-122.37,1430,7500,2014,1,1
204,274250.0,1.0,910,0,0,4,6,910,0,1962,0,98059,47.4787,-122.158,1400,8040,2015,1,1
205,840000.0,1.75,2480,0,0,4,9,1630,850,1966,0,98040,47.5378,-122.219,2770,10744,2014,1,1
206,677900.0,2.5,2440,0,0,3,8,2440,0,2010,0,98052,47.7073,-122.114,2750,4587,2014,1,1
207,425000.0,1.0,1010,0,0,3,7,1010,0,1915,0,98116,47.5733,-122.381,1290,5000,2015,1,1
208,180250.0,0.75,900,0,0,3,6,900,0,1941,0,98166,47.4604,-122.339,1250,14280,2014,1,1
209,464000.0,3.0,2300,0,0,3,7,1600,700,1920,1994,98133,47.7067,-122.343,1560,1312,2014,1,1
210,320000.0,2.25,1550,0,0,3,8,1550,0,1993,0,98038,47.354,-122.047,1630,6397,2015,1,1
211,625504.0,2.25,1270,0,0,3,8,1060,210,2014,0,98105,47.6647,-122.284,1160,1327,2014,1,1
212,592500.0,2.5,2240,0,0,3,9,2240,0,1983,0,98074,47.6143,-122.017,2520,12368,2014,1,1
213,465000.0,2.5,2714,0,0,3,9,2714,0,2005,0,98001,47.3185,-122.275,2590,18386,2015,1,1
214,477000.0,2.75,1720,0,0,3,8,1720,0,1978,0,98118,47.5458,-122.268,2130,8700,2014,1,1
215,280000.0,1.0,850,0,0,3,6,850,0,1923,0,98168,47.4889,-122.299,1100,14459,2015,1,1
216,1505000.0,3.0,3300,0,3,3,9,1870,1430,1957,1991,98040,47.5673,-122.21,3836,20953,2015,1,0
217,445838.0,2.5,2250,0,0,3,8,2250,0,2000,0,98146,47.5133,-122.379,1320,5390,2014,1,1
218,1072000.0,2.25,3900,0,3,3,8,1950,1950,1947,0,98144,47.5884,-122.291,2580,5184,2014,1,1
219,467000.0,1.5,1320,0,0,4,8,1320,0,1947,0,98177,47.7145,-122.367,2120,12040,2014,1,1
220,686000.0,2.5,2760,0,0,3,10,2760,0,1999,0,98075,47.5836,-122.026,3070,8127,2014,1,1
221,279950.0,2.0,1750,0,0,3,7,1350,400,1961,0,98198,47.398,-122.299,1900,10125,2014,1,1
222,527000.0,2.25,2330,0,0,3,8,2330,0,1987,0,98011,47.7663,-122.215,1910,10055,2014,1,1
223,325000.0,2.25,2220,0,0,4,8,1780,440,1966,0,98030,47.3758,-122.217,2080,9583,2014,1,1
224,328000.0,2.25,2020,0,0,3,7,2020,0,1994,0,98038,47.3828,-122.023,2020,8031,2014,1,1
225,390000.0,2.25,1250,0,0,5,7,1250,0,1942,0,98146,47.5123,-122.373,1280,7392,2014,1,1
226,479950.0,2.0,1510,0,0,3,8,1510,0,2005,0,98053,47.7076,-122.013,1640,6009,2015,1,1
227,264950.0,2.25,1720,0,0,4,7,1120,600,1978,0,98023,47.2922,-122.371,1510,9753,2014,1,1
228,235000.0,1.0,1430,0,0,4,7,980,450,1961,0,98031,47.4075,-122.214,1960,13068,2015,1,1
229,516500.0,2.5,1480,0,0,3,7,1480,0,2004,0,98053,47.6794,-122.034,2250,4729,2015,1,1
230,655000.0,1.75,1450,1,4,3,7,1230,220,1915,1978,98166,47.4497,-122.375,2030,13193,2015,1,1
231,500000.0,2.75,2280,0,0,5,7,2280,0,1960,0,98059,47.5218,-122.164,2280,15347,2014,1,1
232,315000.0,2.75,2940,0,0,3,8,1780,1160,1978,0,98023,47.3103,-122.339,2120,8236,2014,1,1
233,213000.0,1.0,1000,0,0,3,6,1000,0,1961,0,98024,47.5687,-121.899,1150,13702,2014,1,1
234,475000.0,1.5,2480,0,0,5,7,1620,860,1947,0,98108,47.5575,-122.303,2090,4800,2014,1,1
235,1025000.0,4.0,3760,0,0,3,10,3760,0,1983,0,98033,47.6489,-122.183,3430,35096,2014,1,1
236,416000.0,2.0,2220,0,0,5,7,1640,580,1976,0,98010,47.3459,-121.95,2070,80100,2015,1,1
237,410000.0,1.0,1970,0,0,3,7,1670,300,1904,2005,98122,47.6136,-122.303,1510,4740,2015,1,1
